Application mode;Course;Tuition fees up to date;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Output
12;17;1;31;5;4;45787;5;4;45787;Enrolled
1;2;1;19;0;0;0.0;0;0;0.0;Graduate
14;5;1;22;13;13;14.0;12;12;13.0;Graduate
14;12;1;39;7;0;0.0;8;0;0.0;Dropout
8;11;0;22;1;0;0.0;6;0;0.0;Dropout
12;17;1;47;5;4;10.0;5;4;45789;Enrolled
8;2;1;19;0;0;0.0;0;0;0.0;Graduate
5;11;1;19;6;6;45790;6;6;1,43333E+16;Graduate
8;12;1;19;7;0;0.0;8;0;0.0;Dropout
1;2;1;21;17;17;1,33889E+15;17;17;1,48889E+15;Graduate
4;12;0;39;7;0;0.0;8;0;0.0;Dropout
8;2;1;19;12;12;1,35833E+16;11;11;1,35833E+16;Graduate
1;2;1;20;0;0;0.0;0;0;0.0;Enrolled
12;9;0;24;5;0;0.0;5;0;0.0;Dropout
12;17;1;27;5;1;10.0;5;0;0.0;Dropout
12;17;1;29;5;5;45703;5;5;45703;Graduate
8;6;1;20;6;4;45881;6;0;0.0;Dropout
1;14;1;21;5;5;1,11667E+16;5;4;11.0;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Enrolled
1;12;1;19;8;7;1,28286E+16;8;7;1,28286E+16;Graduate
8;15;0;19;6;6;45789;6;4;45820;Dropout
12;7;1;28;5;3;10.0;5;3;45759;Graduate
6;11;0;21;6;6;45788;6;4;13.25;Graduate
5;12;0;23;8;7;1,13286E+16;8;7;1,13286E+16;Dropout
12;4;1;39;6;2;13.0;6;3;13.0;Enrolled
8;12;1;18;7;6;1,30333E+16;7;6;1,30333E+16;Graduate
6;15;1;59;6;6;1,21667E+16;6;4;27699;Graduate
4;7;1;30;5;4;45791;5;3;45704;Enrolled
1;6;1;18;5;5;45761;5;5;45821;Graduate
15;17;1;41;6;4;45992;7;6;45789;Enrolled
12;12;1;27;7;0;0.0;7;0;0.0;Dropout
1;10;1;18;6;6;1,26667E+16;6;6;12.0;Graduate
9;16;0;20;6;2;12.0;6;3;1,16667E+16;Dropout
12;7;0;32;5;0;0.0;5;0;0.0;Dropout
8;9;1;19;5;3;1,16667E+16;5;4;45879;Dropout
12;16;1;41;6;0;0.0;6;0;0.0;Dropout
8;3;1;38;5;1;10.0;5;0;0.0;Dropout
4;8;1;35;7;0;0.0;6;0;0.0;Dropout
12;3;1;27;6;4;45992;6;3;12.0;Dropout
8;5;1;19;6;4;12.0;6;6;45789;Graduate
9;15;0;18;6;5;45820;6;5;45880;Enrolled
12;17;0;39;5;0;0.0;5;0;0.0;Dropout
4;11;0;37;5;0;0.0;5;0;0.0;Dropout
12;12;0;37;8;0;0.0;8;0;0.0;Dropout
14;3;1;35;16;16;126875;13;13;12.0;Graduate
14;9;1;49;13;10;45757;9;6;1,06667E+16;Graduate
4;9;1;52;15;14;1,04667E+16;12;12;1,09231E+16;Graduate
1;6;1;18;5;5;1,43333E+16;5;5;13.0;Graduate
12;3;1;30;7;6;1,46667E+16;6;6;1,43333E+16;Graduate
1;12;1;21;7;7;1,28357E+16;8;8;1423125;Graduate
1;7;1;20;5;0;0.0;5;0;0.0;Dropout
8;9;1;18;5;0;0.0;5;0;0.0;Enrolled
7;2;1;19;0;0;0.0;0;0;0.0;Dropout
1;12;1;18;8;8;1324875;8;8;1324875;Graduate
6;1;1;20;7;7;1,28571E+16;7;4;27729;Enrolled
8;8;1;21;6;5;45821;6;4;14.25;Enrolled
1;9;1;22;5;3;14.0;5;5;45759;Graduate
15;8;0;20;6;3;12.0;6;2;11.0;Enrolled
8;6;1;20;6;6;1,31667E+16;6;4;14.0;Enrolled
8;10;1;19;6;6;13625;6;6;1,21667E+16;Graduate
8;12;1;18;7;7;14.85;8;8;1,56111E+15;Graduate
1;9;1;21;5;4;27668;5;5;45758;Graduate
6;13;1;19;7;0;0.0;7;2;1,16667E+16;Enrolled
14;8;1;37;6;0;0.0;6;0;0.0;Dropout
1;3;1;45;12;12;14.0;7;7;1,38571E+16;Enrolled
12;4;0;38;6;0;0.0;6;0;0.0;Dropout
12;17;0;55;5;0;0.0;5;0;0.0;Dropout
12;4;0;28;6;5;13.0;6;4;27699;Dropout
4;17;1;46;8;8;12375;9;5;45759;Graduate
1;2;1;22;0;0;0.0;0;0;0.0;Graduate
12;14;1;46;6;5;45758;6;4;13.75;Dropout
12;17;1;28;5;4;45962;5;4;13.0;Enrolled
1;6;0;18;5;3;13.0;5;3;12.0;Dropout
7;2;1;18;0;0;0.0;0;0;0.0;Enrolled
1;15;1;21;6;6;45790;6;6;1,41667E+16;Graduate
7;5;1;18;6;1;11.0;6;4;11.0;Enrolled
14;17;1;34;5;0;0.0;5;1;11.0;Dropout
8;16;1;21;6;5;12.0;6;5;45699;Dropout
1;15;1;18;6;5;13.0;6;6;13.0;Graduate
1;2;1;20;0;0;0.0;0;0;0.0;Graduate
1;9;1;18;5;4;12.0;5;4;45992;Enrolled
8;7;1;21;5;5;1,11667E+16;5;3;45879;Enrolled
8;11;1;19;6;2;45787;6;1;12.0;Dropout
8;3;1;22;6;6;1,26667E+16;6;6;1,21667E+16;Graduate
15;4;1;23;6;1;11.0;6;0;0.0;Dropout
8;2;1;19;0;0;0.0;0;0;0.0;Dropout
1;9;1;18;5;4;45788;5;2;1,03333E+16;Enrolled
1;2;0;19;0;0;0.0;0;0;0.0;Dropout
8;9;1;19;5;2;45787;5;4;27699;Enrolled
1;14;1;19;5;4;45789;5;4;11.0;Enrolled
1;12;1;22;7;6;1,28333E+16;8;6;45789;Enrolled
1;15;1;18;6;6;1,55714E+16;6;6;1,61429E+16;Graduate
8;10;1;18;6;4;12.0;6;5;45880;Dropout
8;15;1;19;6;4;45962;6;3;1,13333E+16;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
8;14;1;21;6;6;1,22857E+16;6;4;14.25;Enrolled
1;11;1;18;6;5;11.0;6;3;1,03333E+16;Enrolled
15;4;1;19;6;6;1,21429E+16;6;5;45821;Graduate
12;4;0;27;6;2;45788;6;0;0.0;Dropout
17;4;1;20;12;11;1,25455E+16;10;8;11625;Enrolled
1;11;1;20;6;4;13.0;6;6;13.0;Graduate
1;12;1;18;8;8;128875;8;8;128875;Graduate
8;15;1;18;6;6;1,26667E+16;6;5;45821;Enrolled
1;5;1;18;6;6;1,28333E+16;6;6;1,25714E+16;Graduate
1;9;1;18;5;3;1,06667E+16;5;2;45789;Dropout
7;6;1;18;5;5;13.0;5;5;45759;Enrolled
8;12;1;18;7;6;1,19833E+16;8;8;1228125;Graduate
12;3;0;37;5;0;0.0;5;0;0.0;Dropout
12;3;1;36;6;6;1,18333E+16;6;6;45788;Graduate
12;6;1;26;6;3;1,26667E+16;6;2;11.0;Dropout
1;6;1;19;5;4;13.75;5;4;45791;Graduate
12;3;1;24;6;5;45758;6;5;45880;Dropout
1;15;1;19;6;6;1,31667E+16;6;6;13.0;Dropout
13;14;1;20;7;6;1,28333E+16;8;5;45880;Graduate
9;14;1;19;6;6;14125;6;5;45791;Graduate
1;6;1;21;5;3;1,16667E+16;5;5;13.0;Graduate
12;13;0;50;7;6;45931;7;4;45962;Dropout
12;13;1;47;7;6;1,25143E+16;7;4;27699;Dropout
13;16;1;24;13;10;45788;13;9;1,04444E+16;Dropout
12;17;0;48;5;1;10.0;5;0;0.0;Dropout
1;6;1;18;6;6;1,57143E+16;6;5;1,27778E+15;Graduate
15;17;1;32;6;4;45789;7;4;11.0;Dropout
1;14;0;20;5;3;12.0;5;4;27729;Dropout
12;7;1;24;5;0;0.0;5;0;0.0;Dropout
12;8;1;53;5;4;45992;5;4;27699;Graduate
12;15;0;42;4;0;0.0;4;0;0.0;Dropout
12;17;1;52;5;5;45821;5;5;45702;Graduate
14;3;1;54;13;13;1,33077E+16;11;11;1,28182E+16;Enrolled
12;17;1;49;5;5;45700;5;5;45880;Graduate
8;14;1;18;6;6;1,22857E+16;6;6;1,33333E+16;Graduate
12;8;1;37;5;3;12.0;5;4;13.0;Graduate
1;12;1;21;7;6;1,33429E+16;8;7;24047;Graduate
12;14;1;26;5;0;0.0;5;0;0.0;Dropout
1;5;1;20;12;11;1,42727E+16;12;11;1,48182E+16;Graduate
1;12;1;19;7;7;121375;8;8;1,29111E+15;Graduate
1;5;1;18;6;6;1,41667E+16;6;6;1,48571E+16;Graduate
8;12;1;18;7;7;1,35286E+16;8;8;1,46556E+16;Graduate
8;3;1;20;6;5;12.0;6;6;11.0;Graduate
8;11;1;20;5;5;45758;6;1;11.0;Dropout
1;2;1;21;0;0;0.0;0;0;0.0;Dropout
1;2;1;22;12;12;1,29167E+16;11;11;45791;Graduate
14;12;1;18;7;7;136375;8;8;143875;Graduate
1;12;1;18;7;7;45912;8;7;1,21429E+16;Dropout
1;12;1;19;8;7;14.36;8;7;14.36;Graduate
1;12;1;19;8;7;1,45143E+16;8;7;1,45143E+16;Enrolled
1;12;1;18;8;7;45852;8;7;45852;Graduate
4;17;1;27;5;5;45703;5;5;14.0;Enrolled
1;13;1;20;7;7;13.0;8;8;150625;Graduate
1;16;1;20;6;6;45790;6;0;0.0;Dropout
1;6;1;20;5;5;1,23333E+16;5;5;45820;Graduate
1;9;1;19;5;5;45760;5;5;13.0;Graduate
1;6;1;20;5;4;27699;5;2;45787;Enrolled
14;2;1;20;0;0;0.0;0;0;0.0;Graduate
1;2;1;20;0;0;0.0;0;0;0.0;Enrolled
17;6;1;27;12;11;1,47273E+16;9;7;1,41429E+16;Graduate
1;6;1;18;6;6;1,65714E+16;6;6;1,56667E+16;Graduate
1;12;1;18;7;7;15145;8;8;157425;Graduate
8;12;1;18;7;7;1,34429E+15;8;8;15075;Graduate
1;6;1;20;5;5;1,41667E+16;5;4;27699;Graduate
1;15;1;19;6;6;14.0;6;5;15.0;Enrolled
8;10;1;20;6;6;1,13333E+16;6;6;1,23333E+16;Graduate
1;12;1;18;8;8;1376125;8;8;1376125;Graduate
15;5;0;22;7;5;45819;9;5;10.0;Dropout
8;3;1;22;6;4;27729;6;5;13.0;Graduate
12;17;1;25;5;4;45789;5;4;11.0;Enrolled
1;6;1;19;6;6;1,53077E+16;6;6;14.0;Graduate
15;8;0;21;6;5;1,32857E+16;6;4;12.0;Dropout
12;12;1;27;7;7;1,47571E+16;8;8;1,40778E+16;Graduate
8;12;1;18;7;6;1,27667E+16;7;6;1,27667E+16;Graduate
8;11;0;18;5;5;45757;6;0;0.0;Dropout
8;13;1;19;7;0;0.0;7;0;0.0;Dropout
12;17;1;35;5;4;45787;5;5;45820;Graduate
8;6;1;23;5;4;14.25;5;5;45760;Graduate
12;12;1;28;7;3;1,19167E+16;7;0;0.0;Dropout
1;7;1;19;5;3;1,06667E+16;5;2;14.0;Enrolled
1;15;1;19;6;4;45992;6;3;1,26667E+16;Enrolled
1;14;1;20;5;4;12.0;5;5;45819;Dropout
1;14;1;21;5;3;11.0;5;4;27729;Dropout
8;5;1;18;6;6;1,41667E+16;6;5;13.0;Graduate
1;5;1;22;6;6;1,46667E+16;6;6;15.0;Graduate
8;6;1;21;5;0;0.0;5;5;1,22857E+16;Graduate
4;13;0;38;7;3;1,26667E+16;5;0;0.0;Dropout
1;2;1;20;0;0;0.0;0;0;0.0;Enrolled
14;2;1;19;0;0;0.0;0;0;0.0;Dropout
4;7;1;24;5;0;0.0;5;0;0.0;Dropout
9;5;0;19;6;0;0.0;6;0;0.0;Dropout
1;12;1;19;7;7;45851;8;8;1,40222E+16;Graduate
1;9;1;19;5;5;45880;5;4;45759;Enrolled
12;7;1;31;5;0;0.0;5;0;0.0;Dropout
8;14;1;19;6;6;1,33333E+16;6;6;1,32857E+16;Graduate
8;5;1;22;6;5;45758;6;6;1,21667E+16;Graduate
12;6;1;25;5;0;0.0;5;0;0.0;Dropout
1;12;1;18;7;7;1,61429E+16;8;0;0.0;Dropout
4;12;1;30;8;0;0.0;8;0;0.0;Dropout
1;12;1;18;8;8;1563375;8;8;1563375;Graduate
1;15;1;18;6;6;1,36667E+16;6;6;45791;Graduate
8;15;1;18;6;0;0.0;6;0;0.0;Dropout
1;10;1;18;6;6;45789;6;6;45788;Graduate
12;14;1;25;6;6;1,22857E+16;6;6;13.0;Graduate
1;7;1;18;5;2;14.0;5;3;11.0;Enrolled
1;2;1;18;0;0;0.0;0;0;0.0;Dropout
1;9;1;19;5;4;27668;5;4;45992;Enrolled
12;13;1;25;7;4;35034;7;4;13125;Dropout
1;12;1;19;7;6;53297;7;6;53297;Graduate
15;17;1;31;6;4;45992;7;7;12.0;Enrolled
1;12;1;20;8;8;1338125;8;8;1338125;Graduate
13;12;0;33;7;5;42705;6;5;49249;Dropout
15;6;0;24;6;4;45789;6;2;45788;Enrolled
8;10;1;18;6;6;27729;6;6;1,21667E+16;Graduate
8;12;1;19;8;8;133425;8;8;133425;Graduate
1;12;1;20;7;7;14175;8;6;1303125;Graduate
12;12;1;33;8;1;10.0;8;1;10.0;Enrolled
12;7;1;24;5;0;0.0;5;2;45791;Dropout
12;17;1;24;5;0;0.0;5;0;0.0;Dropout
8;6;1;18;5;5;12.0;5;5;1,21429E+16;Graduate
1;11;1;18;6;6;1,05714E+16;6;5;45758;Graduate
16;6;1;22;12;11;1,41538E+16;12;12;1,54286E+16;Graduate
1;15;1;18;6;6;1,11667E+16;6;5;45759;Graduate
1;2;1;21;17;17;12.0;17;17;1,26667E+16;Graduate
12;17;1;38;5;3;1,13333E+16;5;4;12.0;Dropout
14;10;1;29;16;16;1,25882E+16;13;13;1,33571E+16;Graduate
15;8;1;20;6;4;12.0;6;4;27668;Enrolled
8;11;0;18;6;0;0.0;6;0;0.0;Dropout
14;17;1;37;12;12;45992;13;13;1,28462E+16;Graduate
1;9;1;20;5;5;45819;5;5;45881;Graduate
1;8;0;20;5;4;13.0;5;3;12.0;Dropout
12;7;1;40;5;3;1,06667E+16;5;2;45789;Dropout
12;3;1;44;11;9;1,23333E+16;11;9;11.0;Enrolled
1;9;0;21;5;2;11.0;5;3;1,14286E+16;Dropout
15;5;1;21;7;6;1,34286E+16;9;8;13125;Graduate
1;12;1;18;8;8;1305375;8;8;1305375;Graduate
1;12;1;18;7;6;1,20357E+16;8;7;13.75;Enrolled
12;4;1;27;6;6;1,41667E+16;6;6;1,38333E+16;Graduate
12;5;0;38;6;0;0.0;6;0;0.0;Dropout
9;8;1;18;6;5;45821;6;3;1,26667E+16;Dropout
8;11;1;19;6;5;45700;6;2;12.0;Enrolled
1;8;1;18;6;6;1,37143E+16;6;5;1,33333E+16;Dropout
14;15;0;19;6;3;1,16667E+16;6;2;10.0;Dropout
12;14;0;44;6;1;14.0;6;0;0.0;Dropout
15;6;1;26;6;4;45789;6;3;10.0;Dropout
14;8;0;24;6;5;1,18333E+16;6;4;45788;Dropout
12;4;0;27;6;0;0.0;6;0;0.0;Dropout
12;4;0;27;6;0;0.0;6;0;0.0;Dropout
14;5;1;25;17;13;1,15385E+16;15;10;45759;Dropout
15;4;1;21;9;7;1,12857E+16;8;4;45992;Enrolled
1;2;1;19;0;0;0.0;0;0;0.0;Graduate
8;5;1;20;6;5;45880;6;4;12.0;Enrolled
15;7;1;20;5;0;0.0;5;2;45787;Enrolled
8;7;0;20;5;0;0.0;5;0;0.0;Dropout
1;7;0;18;5;5;45702;5;5;45702;Enrolled
8;2;1;19;12;10;45850;11;10;1,22727E+16;Enrolled
15;8;0;22;6;3;1,26667E+16;6;0;0.0;Dropout
1;14;1;19;6;6;1,44286E+16;6;6;15.0;Graduate
1;12;1;18;7;7;1,31171E+16;8;7;45820;Graduate
1;10;1;20;6;6;1,26667E+16;6;6;1,18333E+16;Graduate
8;2;1;18;0;0;0.0;0;0;0.0;Dropout
12;15;1;36;6;6;1,52857E+16;6;6;45793;Graduate
6;9;1;19;5;3;45787;5;4;45962;Graduate
17;9;1;21;11;11;1,26364E+16;9;9;45820;Graduate
1;9;1;26;5;0;0.0;5;0;0.0;Dropout
12;4;0;29;9;3;1,43333E+16;7;1;14.0;Dropout
15;11;0;26;8;8;15125;6;6;1,36667E+16;Enrolled
4;12;1;27;7;0;0.0;8;0;0.0;Dropout
16;9;1;32;7;3;12.0;8;3;1,03333E+16;Enrolled
7;16;1;23;6;4;14.25;6;5;12.0;Enrolled
12;9;1;24;5;2;45787;5;4;10.0;Enrolled
1;15;1;19;6;6;45790;6;6;1,44286E+16;Graduate
13;4;1;25;6;5;1,16667E+16;6;4;12.0;Enrolled
8;11;1;19;6;5;45879;6;3;10.0;Enrolled
1;15;0;20;4;0;0.0;4;0;0.0;Dropout
1;11;1;33;9;9;45881;7;7;1,14286E+16;Graduate
12;17;1;35;5;5;45879;5;5;12.0;Dropout
1;9;1;23;5;4;45758;5;4;11.0;Graduate
1;12;1;19;7;7;1,37257E+16;8;8;45791;Graduate
1;14;1;21;6;5;45881;6;5;45992;Enrolled
1;5;1;21;6;6;45790;6;6;1,11667E+16;Graduate
12;12;1;27;8;7;15.57;8;7;15.57;Dropout
8;9;1;19;5;4;11.0;5;2;12.0;Enrolled
4;12;1;28;7;7;1,41143E+16;8;8;1,59111E+15;Dropout
14;9;1;25;5;3;11.0;5;4;45788;Enrolled
12;10;1;42;6;0;0.0;6;0;0.0;Dropout
4;17;1;27;5;4;45790;5;4;13.75;Graduate
1;5;1;23;6;4;45962;6;0;0.0;Dropout
8;11;1;18;6;6;1,21429E+16;6;6;1,13333E+16;Graduate
12;12;1;26;8;7;1,30757E+16;8;7;1,30757E+16;Graduate
1;9;1;18;5;0;0.0;5;0;0.0;Dropout
12;17;1;29;5;3;11.0;5;2;45790;Dropout
8;6;1;22;6;0;0.0;6;0;0.0;Dropout
14;12;1;21;7;4;13125;7;6;1,23333E+16;Enrolled
1;12;1;19;8;7;1,35129E+16;8;7;1,35129E+16;Graduate
1;10;1;18;6;6;1,28333E+16;6;6;1,21667E+16;Graduate
1;6;1;18;5;3;15.0;5;3;1,16667E+16;Dropout
12;4;0;40;6;5;45881;6;3;1,33333E+16;Dropout
8;11;0;20;6;3;1,23333E+16;6;0;0.0;Dropout
1;12;1;18;8;5;12288;8;5;12288;Dropout
14;3;1;31;12;12;1,23333E+16;10;7;1,32857E+16;Graduate
1;9;1;18;5;4;45788;5;5;45881;Graduate
14;14;1;22;6;6;1,18333E+16;6;4;1,11429E+16;Dropout
16;9;0;38;5;0;0.0;5;0;0.0;Dropout
14;17;1;33;5;0;0.0;5;0;0.0;Dropout
1;7;1;19;5;5;45880;5;3;45788;Enrolled
8;14;1;18;6;0;0.0;6;0;0.0;Dropout
1;7;0;18;5;5;45700;5;4;12.0;Enrolled
16;17;1;27;6;6;1,23333E+16;5;5;13.0;Graduate
12;11;1;26;6;6;1,24286E+16;6;6;1,28333E+16;Graduate
1;12;1;19;7;7;1,27657E+16;8;8;1,35444E+16;Graduate
16;12;1;44;7;5;45669;7;5;45820;Dropout
1;9;1;19;5;5;12.0;5;5;45788;Graduate
9;5;1;20;6;0;0.0;6;0;0.0;Dropout
12;4;1;24;6;6;1,48889E+15;6;6;1,37273E+16;Enrolled
14;17;1;31;14;13;1,13571E+16;14;13;12.0;Graduate
14;5;1;25;6;6;45790;6;6;45789;Graduate
8;15;0;19;6;0;0.0;6;0;0.0;Dropout
8;12;1;18;7;7;1,38843E+16;8;8;14.75;Dropout
14;6;0;19;6;5;13.0;6;3;1,16667E+16;Enrolled
1;12;1;19;7;4;24077;7;5;45668;Enrolled
8;9;1;19;5;1;11.0;5;0;0.0;Enrolled
12;14;1;24;6;2;1,16667E+16;6;2;45787;Dropout
1;10;1;20;6;6;45791;6;6;1,26667E+16;Graduate
8;11;1;18;6;6;1,47143E+16;6;6;1,41667E+16;Graduate
1;10;1;18;6;6;1,32857E+16;6;6;1,43333E+16;Graduate
8;6;1;21;5;3;1,13333E+16;5;2;45787;Enrolled
4;12;0;28;7;0;0.0;7;0;0.0;Dropout
1;9;1;18;5;4;1,15714E+16;5;5;12.0;Enrolled
1;16;1;18;6;5;13.0;6;4;45788;Dropout
1;10;1;18;6;6;45788;6;5;14.0;Graduate
8;9;1;18;5;5;45880;5;5;45819;Graduate
1;9;0;19;5;3;1,06667E+16;5;3;1,22857E+16;Dropout
8;12;1;19;7;6;138875;8;8;1,48644E+16;Graduate
1;10;1;20;6;5;45758;6;6;45788;Graduate
14;3;1;34;11;9;1,23333E+16;7;7;1,21429E+16;Graduate
12;12;1;39;7;5;42705;7;5;42705;Enrolled
8;12;1;19;8;8;1,34275E+16;8;8;1,34275E+16;Graduate
12;5;1;24;6;6;1,51667E+16;6;2;45792;Graduate
5;15;1;18;6;0;0.0;6;0;0.0;Dropout
8;8;1;19;5;2;45787;5;0;0.0;Dropout
1;9;1;18;5;5;45880;5;3;11.0;Graduate
1;9;1;20;5;5;45701;5;5;45758;Enrolled
1;12;1;19;7;7;13075;8;8;1,23611E+15;Graduate
1;8;1;19;6;4;45819;6;2;13.0;Dropout
8;4;1;19;6;6;1,36667E+16;6;4;45992;Dropout
12;17;1;41;5;4;27668;5;2;10.0;Dropout
1;12;1;19;7;6;1,34929E+16;8;8;1,26889E+15;Graduate
14;11;1;19;6;3;45789;6;4;11.0;Enrolled
4;12;0;23;7;0;0.0;8;0;0.0;Dropout
1;7;1;18;5;5;1,32857E+16;5;5;45883;Dropout
1;9;1;19;5;5;45820;5;5;45880;Graduate
15;4;1;20;6;6;14.0;6;6;1,46667E+16;Graduate
12;6;0;35;5;2;45788;5;2;45787;Dropout
12;14;0;34;6;0;0.0;6;0;0.0;Dropout
1;5;0;19;6;6;1,18333E+16;6;6;12875;Graduate
6;10;0;22;6;5;45788;6;5;45759;Graduate
8;5;1;20;6;6;1,41667E+16;6;6;1,23333E+16;Graduate
13;17;1;27;2;2;45789;5;2;45789;Enrolled
12;7;1;30;5;0;0.0;5;0;0.0;Dropout
12;7;1;34;5;0;0.0;5;1;11.0;Enrolled
1;11;0;20;6;2;45787;6;0;0.0;Dropout
8;5;1;18;6;6;1,18333E+16;6;6;1,31667E+16;Graduate
1;8;1;26;5;0;0.0;5;0;0.0;Dropout
12;17;1;26;5;5;45759;5;5;45759;Graduate
12;9;0;26;5;2;45787;5;0;0.0;Dropout
12;17;0;31;5;0;0.0;5;0;0.0;Dropout
1;2;1;20;12;12;1,45833E+16;11;11;1,43333E+16;Graduate
1;15;1;19;6;6;1,16667E+16;6;3;1,26667E+16;Graduate
8;14;0;23;5;0;0.0;5;0;0.0;Dropout
1;12;1;20;7;1;13.0;7;0;0.0;Dropout
16;12;1;20;7;7;15.66;10;9;1,50111E+16;Graduate
12;3;1;29;6;0;0.0;5;0;0.0;Dropout
1;15;1;20;6;6;1,21667E+16;6;4;27729;Graduate
1;12;1;24;7;6;45729;7;6;45729;Graduate
12;13;1;37;7;0;0.0;7;0;0.0;Dropout
1;12;1;18;7;0;0.0;8;0;0.0;Dropout
1;2;0;18;0;0;0.0;0;0;0.0;Dropout
8;12;1;18;8;7;1,35571E+15;8;7;1,35571E+15;Graduate
15;7;1;41;7;5;1,43333E+16;6;6;1,46364E+16;Enrolled
12;4;1;35;6;4;12.0;6;3;1,03333E+16;Dropout
8;11;1;19;5;0;0.0;6;0;0.0;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
12;12;1;48;7;4;27699;7;3;11725;Enrolled
1;12;1;19;7;6;1,21833E+16;7;6;1,21833E+16;Graduate
15;4;0;30;9;6;1,18333E+16;8;4;11.0;Dropout
14;15;0;51;4;0;0.0;4;0;0.0;Dropout
5;6;1;18;6;6;15.0;6;5;1,43333E+16;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
1;12;1;18;8;8;13435;8;8;13435;Graduate
1;8;1;18;5;4;45790;5;0;0.0;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Enrolled
9;2;1;23;17;17;45788;17;17;1,21765E+16;Graduate
1;5;1;19;6;2;45787;6;3;11.0;Enrolled
1;6;1;21;6;4;12.0;6;2;45788;Enrolled
1;15;0;18;6;5;45700;6;4;45788;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
17;6;1;21;11;10;45791;9;8;14.0;Graduate
14;15;1;20;6;6;1,33333E+16;6;6;1,26667E+16;Graduate
13;6;1;24;11;9;12.0;10;9;1,25556E+16;Graduate
1;8;1;18;6;6;15125;6;6;14.0;Graduate
8;12;1;18;7;6;1,31167E+16;7;6;1,31167E+16;Graduate
1;15;1;19;6;6;1,28333E+16;6;6;1,16667E+16;Graduate
15;10;1;20;6;6;1,33333E+16;6;6;1,41667E+16;Graduate
1;12;1;18;7;7;1,38771E+16;8;8;156625;Graduate
1;12;1;18;8;7;1,29443E+16;8;7;1,29443E+16;Graduate
8;16;1;19;6;5;1,23333E+16;6;5;11.0;Enrolled
1;12;1;19;7;6;1,42667E+16;7;6;1,42667E+16;Graduate
1;14;1;18;6;5;13.0;6;5;14.0;Graduate
1;12;1;20;8;8;1248375;8;8;1248375;Graduate
1;13;1;18;7;7;1,34286E+16;8;8;153125;Graduate
8;3;0;18;6;3;1,06667E+16;6;0;0.0;Dropout
1;16;1;18;6;5;45762;6;5;45700;Graduate
1;12;1;18;7;6;13.45;7;6;13.45;Graduate
8;12;1;18;7;6;45820;7;6;45820;Graduate
1;12;1;20;7;7;1,24857E+16;8;8;129375;Graduate
1;5;1;22;6;5;45879;6;5;45881;Graduate
14;14;1;20;6;5;45700;6;5;45822;Enrolled
15;6;1;20;6;5;45702;6;2;45790;Enrolled
1;10;1;18;6;6;1,38333E+16;6;6;14.0;Graduate
1;16;1;18;6;5;45881;6;3;10.0;Enrolled
8;9;1;18;5;5;45701;5;4;45789;Graduate
8;14;1;18;6;1;14.0;6;0;0.0;Dropout
8;10;1;19;8;8;13875;6;5;14.0;Graduate
1;6;1;19;5;5;45789;5;5;1,27143E+16;Graduate
8;15;1;18;6;6;1,34286E+16;6;6;45789;Graduate
1;5;0;18;6;5;45880;6;5;13.0;Enrolled
8;12;1;18;7;7;1,48686E+16;8;8;1,51111E+15;Graduate
1;12;1;18;7;7;45729;8;8;1321875;Graduate
8;14;1;19;6;6;1,45714E+16;6;6;1,23333E+16;Graduate
8;10;1;18;6;5;11.0;6;4;45962;Graduate
12;12;1;25;8;8;133675;8;8;133675;Graduate
1;12;1;19;7;6;1,28083E+16;8;7;1,28257E+16;Graduate
8;12;1;18;7;7;1,39186E+16;8;8;138875;Graduate
8;8;1;19;6;6;13.0;6;4;45881;Graduate
1;12;1;18;7;6;1,36833E+16;7;6;1,36833E+16;Graduate
12;6;1;24;6;5;13.0;6;1;12.0;Dropout
1;15;1;21;6;5;45881;6;5;45699;Graduate
1;11;1;18;6;6;1,35714E+16;6;6;1,21667E+16;Graduate
1;10;1;18;6;6;1,31667E+16;6;6;1,31667E+16;Graduate
1;5;1;20;6;6;15.0;6;6;45791;Graduate
1;5;1;19;6;6;1,26667E+16;6;5;45758;Graduate
1;15;1;19;6;6;1,38571E+16;6;6;1,31429E+16;Dropout
1;12;1;30;7;7;1,46929E+16;8;8;149625;Graduate
1;12;1;18;8;8;14035;8;8;14035;Graduate
8;6;1;18;5;4;11.0;5;3;14.0;Graduate
1;15;1;18;6;6;1,33333E+16;6;6;1,33333E+16;Graduate
9;12;1;20;7;6;117725;8;7;48914;Graduate
1;11;1;19;6;0;0.0;6;0;0.0;Dropout
14;11;1;19;6;0;0.0;6;0;0.0;Dropout
1;2;0;19;0;0;0.0;0;0;0.0;Dropout
1;11;1;18;6;6;1,22857E+16;6;6;12.0;Graduate
1;12;1;17;8;5;53662;8;5;53662;Enrolled
